PT-AU;Nº ciclo;Part Number;Nº Serie;Geometría;Material;Nº capas;Sección;Punto;Zona;FV;Espesor nominal;Espesor curado;OF
PT-AU57;3442;ACTR-01900-108;3;R2 macho;PW Fabric;4,0;S1;P04;Radio;NO;0,8;0,81;
PT-AU57;3442;ACTR-01900-108;3;R2 macho;PW Fabric;4,0;S1;P05;Alma;NO;0,8;0,83;
PT-AU57;3442;ACTR-01900-108;3;R2 macho;PW Fabric;4,0;S1;P06;Alma;NO;0,8;0,87;
PT-AU57;3442;ACTR-01900-108;3;R2 macho;PW Fabric;4,0;S1;P07;Alma;NO;0,8;0,77;
PT-AU57;3442;ACTR-01900-108;3;R2 macho;PW Fabric;4,0;S1;P08;Radio;NO;0,8;0,82;
PT-AU57;3442;ACTR-01900-108;3;R2 macho;PW Fabric;4,0;S1;P09;Faldilla;NO;0,8;0,8;
PT-AU57;3442;ACTR-01900-108;3;R2 macho;PW Fabric;4,0;S1;P10;Faldilla;NO;0,8;0,8;
PT-AU57;3442;ACTR-01900-108;3;R2 macho;PW Fabric;4,0;S1;P11;Faldilla;NO;0,8;0,81;
PT-AU57;3442;ACTR-01900-108;3;R2 macho;PW Fabric;4,0;S2;P01;Faldilla;NO;0,8;0,72;
PT-AU57;3442;ACTR-01900-108;3;R2 macho;PW Fabric;4,0;S2;P02;Faldilla;NO;0,8;0,85;
PT-AU57;3442;ACTR-01900-108;3;R2 macho;PW Fabric;4,0;S2;P03;Faldilla;NO;0,8;0,81;
PT-AU57;3442;ACTR-01900-108;3;R2 macho;PW Fabric;4,0;S2;P04;Radio;NO;0,8;0,81;
PT-AU57;3442;ACTR-01900-108;3;R2 macho;PW Fabric;4,0;S2;P05;Alma;NO;0,8;0,84;
PT-AU57;3442;ACTR-01900-108;3;R2 macho;PW Fabric;4,0;S2;P06;Alma;NO;0,8;0,8;
PT-AU57;3442;ACTR-01900-108;3;R2 macho;PW Fabric;4,0;S2;P07;Alma;NO;0,8;0,83;
PT-AU57;3442;ACTR-01900-108;3;R2 macho;PW Fabric;4,0;S2;P08;Radio;NO;0,8;0,78;
PT-AU57;3442;ACTR-01900-108;3;R2 macho;PW Fabric;4,0;S2;P09;Faldilla;NO;0,8;0,78;
PT-AU57;3442;ACTR-01900-108;3;R2 macho;PW Fabric;4,0;S2;P10;Faldilla;NO;0,8;0,79;
PT-AU57;3442;ACTR-01900-108;3;R2 macho;PW Fabric;4,0;S2;P11;Faldilla;NO;0,8;0,8;
PT-AU57;3442;ACTR-01900-108;3;R2 macho;PW Fabric;4,0;S3;P01;Faldilla;NO;0,8;0,82;
PT-AU57;3442;ACTR-01900-108;3;R2 macho;PW Fabric;4,0;S3;P02;Faldilla;NO;0,8;0,85;
PT-AU57;3442;ACTR-01900-108;3;R2 macho;PW Fabric;4,0;S3;P03;Faldilla;NO;0,8;0,82;
PT-AU57;3442;ACTR-01900-108;3;R2 macho;PW Fabric;4,0;S3;P04;Radio;NO;0,8;0,86;
PT-AU57;3442;ACTR-01900-108;3;R2 macho;PW Fabric;4,0;S3;P05;Alma;NO;0,8;0,78;
PT-AU57;3442;ACTR-01900-108;3;R2 macho;PW Fabric;4,0;S3;P06;Alma;NO;0,8;0,86;
PT-AU57;3442;ACTR-01900-108;3;R2 macho;PW Fabric;4,0;S3;P07;Alma;NO;0,8;0,8;
PT-AU57;3442;ACTR-01900-108;3;R2 macho;PW Fabric;4,0;S3;P08;Radio;NO;0,8;0,82;
PT-AU57;3442;ACTR-01900-108;3;R2 macho;PW Fabric;4,0;S3;P09;Faldilla;NO;0,8;0,76;
PT-AU57;3442;ACTR-01900-108;3;R2 macho;PW Fabric;4,0;S3;P10;Faldilla;NO;0,8;0,76;
PT-AU57;3442;ACTR-01900-108;3;R2 macho;PW Fabric;4,0;S3;P11;Faldilla;NO;0,8;0,85;
PT-AU57;3442;ACTR-01900-108;3;R2 macho;PW Fabric;4,0;S4;P01;Faldilla;NO;0,8;0,75;
PT-AU57;3442;ACTR-01900-108;3;R2 macho;PW Fabric;4,0;S4;P02;Faldilla;NO;0,8;0,85;
PT-AU57;3442;ACTR-01900-108;3;R2 macho;PW Fabric;4,0;S4;P03;Faldilla;NO;0,8;0,8;
PT-AU57;3442;ACTR-01900-108;3;R2 macho;PW Fabric;4,0;S4;P04;Radio;NO;0,8;0,84;
PT-AU57;3442;ACTR-01900-108;3;R2 macho;PW Fabric;4,0;S4;P05;Alma;NO;0,8;0,82;
PT-AU57;3442;ACTR-01900-108;3;R2 macho;PW Fabric;4,0;S4;P06;Alma;NO;0,8;0,8;
PT-AU57;3442;ACTR-01900-108;3;R2 macho;PW Fabric;4,0;S4;P07;Alma;NO;0,8;0,84;
PT-AU57;3442;ACTR-01900-108;3;R2 macho;PW Fabric;4,0;S4;P08;Radio;NO;0,8;0,86;
PT-AU57;3442;ACTR-01900-108;3;R2 macho;PW Fabric;4,0;S4;P09;Faldilla;NO;0,8;0,86;
PT-AU57;3442;ACTR-01900-108;3;R2 macho;PW Fabric;4,0;S4;P10;Faldilla;NO;0,8;0,83;
PT-AU57;3442;ACTR-01900-108;3;R2 macho;PW Fabric;4,0;S4;P11;Faldilla;NO;0,8;0,82;
PT-AU57;3442;ACTR-01900-108;3;R2 macho;PW Fabric;4,0;S5;P01;Faldilla;NO;0,8;0,75;
PT-AU57;3442;ACTR-01900-108;3;R2 macho;PW Fabric;4,0;S5;P02;Faldilla;NO;0,8;0,8;
PT-AU57;3442;ACTR-01900-108;3;R2 macho;PW Fabric;4,0;S5;P03;Faldilla;NO;0,8;0,86;
PT-AU57;3442;ACTR-01900-108;3;R2 macho;PW Fabric;4,0;S5;P04;Radio;NO;0,8;0,8;
PT-AU57;3442;ACTR-01900-108;3;R2 macho;PW Fabric;4,0;S5;P05;Alma;NO;0,8;0,8;
PT-AU57;3442;ACTR-01900-108;3;R2 macho;PW Fabric;4,0;S5;P06;Alma;NO;0,8;0,8;
PT-AU57;3442;ACTR-01900-108;3;R2 macho;PW Fabric;4,0;S5;P07;Alma;NO;0,8;0,78;
PT-AU57;3442;ACTR-01900-108;3;R2 macho;PW Fabric;4,0;S5;P08;Radio;NO;0,8;0,84;
PT-AU57;3442;ACTR-01900-108;3;R2 macho;PW Fabric;4,0;S5;P09;Faldilla;NO;0,8;0,82;
PT-AU57;3442;ACTR-01900-108;3;R2 macho;PW Fabric;4,0;S5;P10;Faldilla;NO;0,8;0,83;
PT-AU57;3442;ACTR-01900-108;3;R2 macho;PW Fabric;4,0;S5;P11;Faldilla;NO;0,8;0,77;
PT-AU57;3442;ACTR-01900-108;3;R2 macho;PW Fabric;4,0;S6;P01;Faldilla;NO;0,8;0,8;
PT-AU57;3442;ACTR-01900-108;3;R2 macho;PW Fabric;4,0;S6;P02;Faldilla;NO;0,8;0,81;
PT-AU57;3442;ACTR-01900-108;3;R2 macho;PW Fabric;4,0;S6;P03;Faldilla;NO;0,8;0,8;
PT-AU57;3442;ACTR-01900-108;3;R2 macho;PW Fabric;4,0;S6;P04;Radio;NO;0,8;0,75;
PT-AU57;3442;ACTR-01900-108;3;R2 macho;PW Fabric;4,0;S6;P05;Alma;NO;0,8;0,82;
PT-AU57;3442;ACTR-01900-108;3;R2 macho;PW Fabric;4,0;S6;P06;Alma;NO;0,8;0,84;
PT-AU57;3442;ACTR-01900-108;3;R2 macho;PW Fabric;4,0;S6;P07;Alma;NO;0,8;0,77;
PT-AU57;3442;ACTR-01900-108;3;R2 macho;PW Fabric;4,0;S6;P08;Radio;NO;0,8;0,75;
PT-AU57;3442;ACTR-01900-108;3;R2 macho;PW Fabric;4,0;S6;P09;Faldilla;NO;0,8;0,79;
PT-AU57;3442;ACTR-01900-108;3;R2 macho;PW Fabric;4,0;S6;P10;Faldilla;NO;0,8;0,82;
PT-AU57;3442;ACTR-01900-108;3;R2 macho;PW Fabric;4,0;S6;P11;Faldilla;NO;0,8;0,77;
PT-AU57;3442;ACTR-01900-108;3;R2 macho;PW Fabric;4,0;S7;P01;Faldilla;NO;0,8;0,82;
PT-AU57;3442;ACTR-01900-108;3;R2 macho;PW Fabric;4,0;S7;P02;Faldilla;NO;0,8;0,78;
PT-AU57;3442;ACTR-01900-108;3;R2 macho;PW Fabric;4,0;S7;P03;Faldilla;NO;0,8;0,84;
PT-AU57;3442;ACTR-01900-108;3;R2 macho;PW Fabric;4,0;S7;P04;Radio;NO;0,8;0,78;
PT-AU57;3442;ACTR-01900-108;3;R2 macho;PW Fabric;4,0;S7;P05;Alma;NO;0,8;0,79;
PT-AU57;3442;ACTR-01900-108;3;R2 macho;PW Fabric;4,0;S7;P06;Alma;NO;0,8;0,81;
PT-AU57;3442;ACTR-01900-108;3;R2 macho;PW Fabric;4,0;S7;P07;Alma;NO;0,8;0,84;
PT-AU57;3442;ACTR-01900-108;3;R2 macho;PW Fabric;4,0;S7;P08;Radio;NO;0,8;0,81;
PT-AU57;3442;ACTR-01900-108;3;R2 macho;PW Fabric;4,0;S7;P09;Faldilla;NO;0,8;0,77;
PT-AU57;3442;ACTR-01900-108;3;R2 macho;PW Fabric;4,0;S7;P10;Faldilla;NO;0,8;0,8;
PT-AU57;3442;ACTR-01900-108;3;R2 macho;PW Fabric;4,0;S7;P11;Faldilla;NO;0,8;0,79;
PT-AU57;3442;ACTR-01900-112;1;R2 macho;PW Fabric;22,0;S1;P01;Faldilla;NO;4,4;4,45;
PT-AU57;3442;ACTR-01900-112;1;R2 macho;PW Fabric;22,0;S1;P02;Faldilla;NO;4,4;4,45;
PT-AU57;3442;ACTR-01900-112;1;R2 macho;PW Fabric;22,0;S1;P03;Faldilla;NO;4,4;4,35;
PT-AU57;3442;ACTR-01900-112;1;R2 macho;PW Fabric;22,0;S1;P04;Radio;NO;4,4;4,61;
PT-AU57;3442;ACTR-01900-112;1;R2 macho;PW Fabric;22,0;S1;P05;Alma;NO;4,4;4,37;
PT-AU57;3442;ACTR-01900-112;1;R2 macho;PW Fabric;22,0;S1;P06;Alma;NO;4,4;4,38;
PT-AU57;3442;ACTR-01900-112;1;R2 macho;PW Fabric;22,0;S1;P07;Alma;NO;4,4;4,43;
PT-AU57;3442;ACTR-01900-112;1;R2 macho;PW Fabric;22,0;S1;P08;Radio;NO;4,4;4,55;
PT-AU57;3442;ACTR-01900-112;1;R2 macho;PW Fabric;22,0;S1;P09;Faldilla;NO;4,4;4,49;
PT-AU57;3442;ACTR-01900-112;1;R2 macho;PW Fabric;22,0;S1;P10;Faldilla;NO;4,4;4,4;
PT-AU57;3442;ACTR-01900-112;1;R2 macho;PW Fabric;22,0;S1;P11;Faldilla;NO;4,4;4,44;
PT-AU57;3442;ACTR-01900-112;1;R2 macho;PW Fabric;22,0;S2;P01;Faldilla;NO;4,4;4,39;
PT-AU57;3442;ACTR-01900-112;1;R2 macho;PW Fabric;22,0;S2;P02;Faldilla;NO;4,4;4,42;
PT-AU57;3442;ACTR-01900-112;1;R2 macho;PW Fabric;22,0;S2;P03;Faldilla;NO;4,4;4,4;
PT-AU57;3442;ACTR-01900-112;1;R2 macho;PW Fabric;22,0;S2;P04;Radio;NO;4,4;4,57;
PT-AU57;3442;ACTR-01900-112;1;R2 macho;PW Fabric;22,0;S2;P05;Alma;NO;4,4;4,38;
PT-AU57;3442;ACTR-01900-112;1;R2 macho;PW Fabric;22,0;S2;P06;Alma;NO;4,4;4,47;
PT-AU57;3442;ACTR-01900-112;1;R2 macho;PW Fabric;22,0;S2;P07;Alma;NO;4,4;4,49;
PT-AU57;3442;ACTR-01900-112;1;R2 macho;PW Fabric;22,0;S2;P08;Radio;NO;4,4;4,53;
PT-AU57;3442;ACTR-01900-112;1;R2 macho;PW Fabric;22,0;S2;P09;Faldilla;NO;4,4;4,45;
PT-AU57;3442;ACTR-01900-112;1;R2 macho;PW Fabric;22,0;S2;P10;Faldilla;NO;4,4;4,46;
PT-AU57;3442;ACTR-01900-112;1;R2 macho;PW Fabric;22,0;S2;P11;Faldilla;NO;4,4;4,41;
PT-AU57;3442;ACTR-01900-112;1;R2 macho;PW Fabric;22,0;S3;P01;Faldilla;NO;4,4;4,36;
PT-AU57;3442;ACTR-01900-112;1;R2 macho;PW Fabric;22,0;S3;P02;Faldilla;NO;4,4;4,46;
PT-AU57;3442;ACTR-01900-112;1;R2 macho;PW Fabric;22,0;S3;P03;Faldilla;NO;4,4;4,41;
PT-AU57;3442;ACTR-01900-112;1;R2 macho;PW Fabric;22,0;S3;P04;Radio;NO;4,4;4,56;
PT-AU57;3442;ACTR-01900-112;1;R2 macho;PW Fabric;22,0;S3;P05;Alma;NO;4,4;4,5;
PT-AU57;3442;ACTR-01900-112;1;R2 macho;PW Fabric;22,0;S3;P06;Alma;NO;4,4;4,5;
PT-AU57;3442;ACTR-01900-112;1;R2 macho;PW Fabric;22,0;S3;P07;Alma;NO;4,4;4,42;
PT-AU57;3442;ACTR-01900-112;1;R2 macho;PW Fabric;22,0;S3;P08;Radio;NO;4,4;4,6;
PT-AU57;3442;ACTR-01900-112;1;R2 macho;PW Fabric;22,0;S3;P09;Faldilla;NO;4,4;4,46;
PT-AU57;3442;ACTR-01900-112;1;R2 macho;PW Fabric;22,0;S3;P10;Faldilla;NO;4,4;4,42;
PT-AU57;3442;ACTR-01900-112;1;R2 macho;PW Fabric;22,0;S3;P11;Faldilla;NO;4,4;4,42;
PT-AU57;3442;ACTR-01900-112;1;R2 macho;PW Fabric;22,0;S4;P01;Faldilla;NO;4,4;4,43;
PT-AU57;3442;ACTR-01900-112;1;R2 macho;PW Fabric;22,0;S4;P02;Faldilla;NO;4,4;4,5;
PT-AU57;3442;ACTR-01900-112;1;R2 macho;PW Fabric;22,0;S4;P03;Faldilla;NO;4,4;4,44;
PT-AU57;3442;ACTR-01900-112;1;R2 macho;PW Fabric;22,0;S4;P04;Radio;NO;4,4;4,7;
PT-AU57;3442;ACTR-01900-112;1;R2 macho;PW Fabric;22,0;S4;P05;Alma;NO;4,4;4,46;
PT-AU57;3442;ACTR-01900-112;1;R2 macho;PW Fabric;22,0;S4;P06;Alma;NO;4,4;4,52;
PT-AU57;3442;ACTR-01900-112;1;R2 macho;PW Fabric;22,0;S4;P07;Alma;NO;4,4;4,5;
PT-AU57;3442;ACTR-01900-112;1;R2 macho;PW Fabric;22,0;S4;P08;Radio;NO;4,4;4,6;
PT-AU57;3442;ACTR-01900-112;1;R2 macho;PW Fabric;22,0;S4;P09;Faldilla;NO;4,4;4,46;
PT-AU57;3442;ACTR-01900-112;1;R2 macho;PW Fabric;22,0;S4;P10;Faldilla;NO;4,4;4,4;
PT-AU57;3442;ACTR-01900-112;1;R2 macho;PW Fabric;22,0;S4;P11;Faldilla;NO;4,4;4,39;
PT-AU57;3442;ACTR-01900-112;1;R2 macho;PW Fabric;22,0;S5;P01;Faldilla;NO;4,4;4,4;
PT-AU57;3442;ACTR-01900-112;1;R2 macho;PW Fabric;22,0;S5;P02;Faldilla;NO;4,4;4,48;
PT-AU57;3442;ACTR-01900-112;1;R2 macho;PW Fabric;22,0;S5;P03;Faldilla;NO;4,4;4,49;
PT-AU57;3442;ACTR-01900-112;1;R2 macho;PW Fabric;22,0;S5;P04;Radio;NO;4,4;4,58;
PT-AU57;3442;ACTR-01900-112;1;R2 macho;PW Fabric;22,0;S5;P05;Alma;NO;4,4;4,5;
PT-AU57;3442;ACTR-01900-112;1;R2 macho;PW Fabric;22,0;S5;P06;Alma;NO;4,4;4,5;
PT-AU57;3442;ACTR-01900-112;1;R2 macho;PW Fabric;22,0;S5;P07;Alma;NO;4,4;4,48;
PT-AU57;3442;ACTR-01900-112;1;R2 macho;PW Fabric;22,0;S5;P08;Radio;NO;4,4;4,64;
PT-AU57;3442;ACTR-01900-112;1;R2 macho;PW Fabric;22,0;S5;P09;Faldilla;NO;4,4;4,4;
PT-AU57;3442;ACTR-01900-112;1;R2 macho;PW Fabric;22,0;S5;P10;Faldilla;NO;4,4;4,48;
PT-AU57;3442;ACTR-01900-112;1;R2 macho;PW Fabric;22,0;S5;P11;Faldilla;NO;4,4;4,42;
PT-AU57;3442;ACTR-01900-112;1;R2 macho;PW Fabric;22,0;S6;P01;Faldilla;NO;4,4;4,4;
PT-AU57;3442;ACTR-01900-112;1;R2 macho;PW Fabric;22,0;S6;P02;Faldilla;NO;4,4;4,42;
PT-AU57;3442;ACTR-01900-112;1;R2 macho;PW Fabric;22,0;S6;P03;Faldilla;NO;4,4;4,48;
PT-AU57;3442;ACTR-01900-112;1;R2 macho;PW Fabric;22,0;S6;P04;Radio;NO;4,4;4,53;
PT-AU57;3442;ACTR-01900-112;1;R2 macho;PW Fabric;22,0;S6;P05;Alma;NO;4,4;4,42;
PT-AU57;3442;ACTR-01900-112;1;R2 macho;PW Fabric;22,0;S6;P06;Alma;NO;4,4;4,38;
PT-AU57;3442;ACTR-01900-112;1;R2 macho;PW Fabric;22,0;S6;P07;Alma;NO;4,4;4,41;
PT-AU57;3442;ACTR-01900-112;1;R2 macho;PW Fabric;22,0;S6;P08;Radio;NO;4,4;4,68;
PT-AU57;3442;ACTR-01900-112;1;R2 macho;PW Fabric;22,0;S6;P09;Faldilla;NO;4,4;4,39;
PT-AU57;3442;ACTR-01900-112;1;R2 macho;PW Fabric;22,0;S6;P10;Faldilla;NO;4,4;4,39;
PT-AU57;3442;ACTR-01900-112;1;R2 macho;PW Fabric;22,0;S6;P11;Faldilla;NO;4,4;4,4;
PT-AU57;3442;ACTR-01900-112;1;R2 macho;PW Fabric;22,0;S7;P01;Faldilla;NO;4,4;4,36;
PT-AU57;3442;ACTR-01900-112;1;R2 macho;PW Fabric;22,0;S7;P02;Faldilla;NO;4,4;4,39;
PT-AU57;3442;ACTR-01900-112;1;R2 macho;PW Fabric;22,0;S7;P03;Faldilla;NO;4,4;4,43;
PT-AU57;3442;ACTR-01900-112;1;R2 macho;PW Fabric;22,0;S7;P04;Radio;NO;4,4;4,54;
PT-AU57;3442;ACTR-01900-112;1;R2 macho;PW Fabric;22,0;S7;P05;Alma;NO;4,4;4,44;
PT-AU57;3442;ACTR-01900-112;1;R2 macho;PW Fabric;22,0;S7;P06;Alma;NO;4,4;4,43;
PT-AU57;3442;ACTR-01900-112;1;R2 macho;PW Fabric;22,0;S7;P07;Alma;NO;4,4;4,46;
PT-AU57;3442;ACTR-01900-112;1;R2 macho;PW Fabric;22,0;S7;P08;Radio;NO;4,4;4,54;
PT-AU57;3442;ACTR-01900-112;1;R2 macho;PW Fabric;22,0;S7;P09;Faldilla;NO;4,4;4,42;
PT-AU57;3442;ACTR-01900-112;1;R2 macho;PW Fabric;22,0;S7;P10;Faldilla;NO;4,4;4,41;
PT-AU57;3442;ACTR-01900-112;1;R2 macho;PW Fabric;22,0;S7;P11;Faldilla;NO;4,4;4,4;
PT-AU57;3442;ACTR-01900-112;3;R2 macho;PW Fabric;22,0;S1;P01;Faldilla;NO;4,4;4,34;
PT-AU57;3442;ACTR-01900-112;3;R2 macho;PW Fabric;22,0;S1;P02;Faldilla;NO;4,4;4,35;
PT-AU57;3442;ACTR-01900-112;3;R2 macho;PW Fabric;22,0;S1;P03;Faldilla;NO;4,4;4,47;
PT-AU57;3442;ACTR-01900-112;3;R2 macho;PW Fabric;22,0;S1;P04;Radio;NO;4,4;4,36;
PT-AU57;3442;ACTR-01900-112;3;R2 macho;PW Fabric;22,0;S1;P05;Alma;NO;4,4;4,45;
PT-AU57;3442;ACTR-01900-112;3;R2 macho;PW Fabric;22,0;S1;P06;Alma;NO;4,4;4,5;
PT-AU57;3442;ACTR-01900-112;3;R2 macho;PW Fabric;22,0;S1;P07;Alma;NO;4,4;4,36;
PT-AU57;3442;ACTR-01900-112;3;R2 macho;PW Fabric;22,0;S1;P08;Radio;NO;4,4;4,42;
PT-AU57;3442;ACTR-01900-112;3;R2 macho;PW Fabric;22,0;S1;P09;Faldilla;NO;4,4;4,52;
PT-AU57;3442;ACTR-01900-112;3;R2 macho;PW Fabric;22,0;S1;P10;Faldilla;NO;4,4;4,46;
PT-AU57;3442;ACTR-01900-112;3;R2 macho;PW Fabric;22,0;S1;P11;Faldilla;NO;4,4;4,37;
PT-AU57;3442;ACTR-01900-112;3;R2 macho;PW Fabric;22,0;S2;P01;Faldilla;NO;4,4;4,38;
PT-AU57;3442;ACTR-01900-112;3;R2 macho;PW Fabric;22,0;S2;P02;Faldilla;NO;4,4;4,4;
PT-AU57;3442;ACTR-01900-112;3;R2 macho;PW Fabric;22,0;S2;P03;Faldilla;NO;4,4;4,46;
PT-AU57;3442;ACTR-01900-112;3;R2 macho;PW Fabric;22,0;S2;P04;Radio;NO;4,4;4,53;
PT-AU57;3442;ACTR-01900-112;3;R2 macho;PW Fabric;22,0;S2;P05;Alma;NO;4,4;4,47;
PT-AU57;3442;ACTR-01900-112;3;R2 macho;PW Fabric;22,0;S2;P06;Alma;NO;4,4;4,41;
PT-AU57;3442;ACTR-01900-112;3;R2 macho;PW Fabric;22,0;S2;P07;Alma;NO;4,4;4,42;
PT-AU57;3442;ACTR-01900-112;3;R2 macho;PW Fabric;22,0;S2;P08;Radio;NO;4,4;4,62;
PT-AU57;3442;ACTR-01900-112;3;R2 macho;PW Fabric;22,0;S2;P09;Faldilla;NO;4,4;4,45;
PT-AU57;3442;ACTR-01900-112;3;R2 macho;PW Fabric;22,0;S2;P10;Faldilla;NO;4,4;4,41;
PT-AU57;3442;ACTR-01900-112;3;R2 macho;PW Fabric;22,0;S2;P11;Faldilla;NO;4,4;4,37;
PT-AU57;3442;ACTR-01900-112;3;R2 macho;PW Fabric;22,0;S3;P01;Faldilla;NO;4,4;4,42;
PT-AU57;3442;ACTR-01900-112;3;R2 macho;PW Fabric;22,0;S3;P02;Faldilla;NO;4,4;4,4;
PT-AU57;3442;ACTR-01900-112;3;R2 macho;PW Fabric;22,0;S3;P03;Faldilla;NO;4,4;4,45;
PT-AU57;3442;ACTR-01900-112;3;R2 macho;PW Fabric;22,0;S3;P04;Radio;NO;4,4;4,5;
PT-AU57;3442;ACTR-01900-112;3;R2 macho;PW Fabric;22,0;S3;P05;Alma;NO;4,4;4,56;
PT-AU57;3442;ACTR-01900-112;3;R2 macho;PW Fabric;22,0;S3;P06;Alma;NO;4,4;4,54;
PT-AU57;3442;ACTR-01900-112;3;R2 macho;PW Fabric;22,0;S3;P07;Alma;NO;4,4;4,54;
PT-AU57;3442;ACTR-01900-112;3;R2 macho;PW Fabric;22,0;S3;P08;Radio;NO;4,4;4,62;
PT-AU57;3442;ACTR-01900-112;3;R2 macho;PW Fabric;22,0;S3;P09;Faldilla;NO;4,4;4,54;
PT-AU57;3442;ACTR-01900-112;3;R2 macho;PW Fabric;22,0;S3;P10;Faldilla;NO;4,4;4,5;
PT-AU57;3442;ACTR-01900-112;3;R2 macho;PW Fabric;22,0;S3;P11;Faldilla;NO;4,4;4,39;
PT-AU57;3442;ACTR-01900-112;3;R2 macho;PW Fabric;22,0;S4;P01;Faldilla;NO;4,4;4,37;
PT-AU57;3442;ACTR-01900-112;3;R2 macho;PW Fabric;22,0;S4;P02;Faldilla;NO;4,4;4,45;
PT-AU57;3442;ACTR-01900-112;3;R2 macho;PW Fabric;22,0;S4;P03;Faldilla;NO;4,4;4,44;
PT-AU57;3442;ACTR-01900-112;3;R2 macho;PW Fabric;22,0;S4;P04;Radio;NO;4,4;4,56;
PT-AU57;3442;ACTR-01900-112;3;R2 macho;PW Fabric;22,0;S4;P05;Alma;NO;4,4;4,52;
PT-AU57;3442;ACTR-01900-112;3;R2 macho;PW Fabric;22,0;S4;P06;Alma;NO;4,4;4,48;
PT-AU57;3442;ACTR-01900-112;3;R2 macho;PW Fabric;22,0;S4;P07;Alma;NO;4,4;4,46;
PT-AU57;3442;ACTR-01900-112;3;R2 macho;PW Fabric;22,0;S4;P08;Radio;NO;4,4;4,64;
PT-AU57;3442;ACTR-01900-112;3;R2 macho;PW Fabric;22,0;S4;P09;Faldilla;NO;4,4;4,49;
PT-AU57;3442;ACTR-01900-112;3;R2 macho;PW Fabric;22,0;S4;P10;Faldilla;NO;4,4;4,44;
PT-AU57;3442;ACTR-01900-112;3;R2 macho;PW Fabric;22,0;S4;P11;Faldilla;NO;4,4;4,46;
PT-AU57;3442;ACTR-01900-112;3;R2 macho;PW Fabric;22,0;S5;P01;Faldilla;NO;4,4;4,42;
PT-AU57;3442;ACTR-01900-112;3;R2 macho;PW Fabric;22,0;S5;P02;Faldilla;NO;4,4;4,43;
PT-AU57;3442;ACTR-01900-112;3;R2 macho;PW Fabric;22,0;S5;P03;Faldilla;NO;4,4;4,46;
PT-AU57;3442;ACTR-01900-112;3;R2 macho;PW Fabric;22,0;S5;P04;Radio;NO;4,4;4,46;
PT-AU57;3442;ACTR-01900-112;3;R2 macho;PW Fabric;22,0;S5;P05;Alma;NO;4,4;4,46;
PT-AU57;3442;ACTR-01900-112;3;R2 macho;PW Fabric;22,0;S5;P06;Alma;NO;4,4;4,48;
PT-AU57;3442;ACTR-01900-112;3;R2 macho;PW Fabric;22,0;S5;P07;Alma;NO;4,4;4,5;
PT-AU57;3442;ACTR-01900-112;3;R2 macho;PW Fabric;22,0;S5;P08;Radio;NO;4,4;4,58;
PT-AU57;3442;ACTR-01900-112;3;R2 macho;PW Fabric;22,0;S5;P09;Faldilla;NO;4,4;4,53;
PT-AU57;3442;ACTR-01900-112;3;R2 macho;PW Fabric;22,0;S5;P10;Faldilla;NO;4,4;4,42;
PT-AU57;3442;ACTR-01900-112;3;R2 macho;PW Fabric;22,0;S5;P11;Faldilla;NO;4,4;4,38;
PT-AU57;3442;ACTR-01900-112;3;R2 macho;PW Fabric;22,0;S6;P01;Faldilla;NO;4,4;4,3;
PT-AU57;3442;ACTR-01900-112;3;R2 macho;PW Fabric;22,0;S6;P02;Faldilla;NO;4,4;4,41;
PT-AU57;3442;ACTR-01900-112;3;R2 macho;PW Fabric;22,0;S6;P03;Faldilla;NO;4,4;4,48;
PT-AU57;3442;ACTR-01900-112;3;R2 macho;PW Fabric;22,0;S6;P04;Radio;NO;4,4;4,55;
PT-AU57;3442;ACTR-01900-112;3;R2 macho;PW Fabric;22,0;S6;P05;Alma;NO;4,4;4,47;
PT-AU57;3442;ACTR-01900-112;3;R2 macho;PW Fabric;22,0;S6;P06;Alma;NO;4,4;4,41;
PT-AU57;3442;ACTR-01900-112;3;R2 macho;PW Fabric;22,0;S6;P07;Alma;NO;4,4;4,47;
PT-AU57;3442;ACTR-01900-112;3;R2 macho;PW Fabric;22,0;S6;P08;Radio;NO;4,4;4,64;
PT-AU57;3442;ACTR-01900-112;3;R2 macho;PW Fabric;22,0;S6;P09;Faldilla;NO;4,4;4,42;
PT-AU57;3442;ACTR-01900-112;3;R2 macho;PW Fabric;22,0;S6;P10;Faldilla;NO;4,4;4,49;
PT-AU57;3442;ACTR-01900-112;3;R2 macho;PW Fabric;22,0;S6;P11;Faldilla;NO;4,4;4,4;
PT-AU57;3442;ACTR-01900-112;3;R2 macho;PW Fabric;22,0;S7;P01;Faldilla;NO;4,4;4,37;
PT-AU57;3442;ACTR-01900-112;3;R2 macho;PW Fabric;22,0;S7;P02;Faldilla;NO;4,4;4,34;
PT-AU57;3442;ACTR-01900-112;3;R2 macho;PW Fabric;22,0;S7;P03;Faldilla;NO;4,4;4,43;
PT-AU57;3442;ACTR-01900-112;3;R2 macho;PW Fabric;22,0;S7;P04;Radio;NO;4,4;4,51;
PT-AU57;3442;ACTR-01900-112;3;R2 macho;PW Fabric;22,0;S7;P05;Alma;NO;4,4;4,47;
PT-AU57;3442;ACTR-01900-112;3;R2 macho;PW Fabric;22,0;S7;P06;Alma;NO;4,4;4,41;
PT-AU57;3442;ACTR-01900-112;3;R2 macho;PW Fabric;22,0;S7;P07;Alma;NO;4,4;4,39;
